codigo,clase,stock_inicial,stock_promedio,consumo_promedio,consumo_minimo,consumo_maximo,reposicion_promedio,frecuencia_movimiento,stock_actual,probabilidad_agotamiento,nivel_riesgo
616320,Alta,23,27.64,1.08,1.0,2.0,1.0,0.2222,17,0.0247,BAJO
7718,Alta,53,55.93,1.33,1.0,3.0,6.5,0.25,56,0.0243,BAJO
786327,Media,22,20.03,1.5,1.0,2.0,2.33,0.0694,9,0.0208,BAJO
781283,Media,17,18.36,1.5,1.0,3.0,1.5,0.0833,13,0.0184,BAJO
622945,Media,18,20.86,1.14,1.0,2.0,1.0,0.1389,19,0.0183,BAJO
168956,Baja,5,5.63,1.5,1.0,2.0,4.0,0.0417,6,0.0173,BAJO
778062,Media,27,28.38,2.0,1.0,3.0,5.5,0.0694,20,0.0134,BAJO
168303,Media,27,31.19,1.33,1.0,2.0,8.33,0.1667,19,0.0108,BAJO
165170,Media,18,19.59,2.0,1.0,3.0,1.0,0.0556,16,0.0103,BAJO
168855,Baja,14,14.55,1.5,1.0,2.0,1.0,0.0417,7,0.0102,BAJO
165057,Media,12,13.75,1.0,1.0,1.0,1.5,0.0972,7,0.0099,BAJO
791174,Media,17,18.56,1.17,1.0,2.0,1.0,0.125,15,0.0094,BAJO
165259,Media,14,19.64,1.38,1.0,2.0,1.67,0.1528,16,0.0092,BAJO
168161,Media,35,40.49,1.43,1.0,3.0,1.0,0.1111,37,0.0075,BAJO
621425,Media,20,22.08,1.14,1.0,2.0,1.33,0.1389,16,0.0072,BAJO
7179,Media,48,46.12,1.75,1.0,4.0,9.75,0.1111,27,0.0067,BAJO
7400,Baja,25,24.68,1.5,1.0,2.0,2.0,0.0417,18,0.0058,BAJO
168971,Baja,23,22.78,2.0,2.0,2.0,5.0,0.0417,15,0.0056,BAJO
616252,Alta,95,100.68,1.2,1.0,2.0,1.0,0.2778,44,0.0054,BAJO
791223,Media,11,11.7,1.25,1.0,2.0,1.0,0.0694,6,0.0048,BAJO
611578,Media,26,29.63,1.57,1.0,5.0,1.0,0.1389,24,0.0044,BAJO
168804,Alta,53,57.49,1.33,1.0,3.0,15.0,0.2222,42,0.0042,BAJO
611761,Media,23,25.36,1.14,1.0,2.0,1.25,0.1528,24,0.0038,BAJO
6628,Alta,153,160.73,1.59,1.0,3.0,4.11,0.3611,91,0.0037,BAJO
169505,Media,14,16.14,1.25,1.0,2.0,1.0,0.0694,12,0.0034,BAJO
616907,Baja,49,49.7,1.5,1.0,2.0,1.0,0.0417,31,0.0026,BAJO
611632,Baja,20,20.74,1.5,1.0,2.0,1.0,0.0417,15,0.0026,BAJO
165256,Baja,16,17.41,1.0,1.0,1.0,0.0,0.0417,5,0.0019,BAJO
7169,Baja,13,14.15,1.33,1.0,2.0,0.0,0.0417,8,0.0017,BAJO
623233,Media,22,21.23,1.0,1.0,1.0,1.0,0.0972,9,0.0016,BAJO
778318,Baja,33,33.4,2.0,2.0,2.0,1.0,0.0278,9,0.0013,BAJO
168123,Media,188,181.78,2.5,1.0,4.0,31.67,0.0694,129,0.0013,BAJO
169257,Baja,36,38.27,1.33,1.0,2.0,0.0,0.0417,20,0.0013,BAJO
623560,Baja,16,17.88,1.33,1.0,2.0,0.0,0.0417,14,0.0013,BAJO
623259,Media,14,14.82,1.33,1.0,2.0,1.0,0.0556,15,0.0012,BAJO
621615,Media,19,20.55,1.33,1.0,2.0,1.0,0.0556,21,0.0012,BAJO
780205,Media,20,20.37,1.0,1.0,1.0,1.0,0.0833,8,0.0012,BAJO
168418,Media,33,34.48,1.0,1.0,1.0,19.0,0.0833,28,0.0012,BAJO
167862,Baja,14,14.4,2.0,2.0,2.0,1.0,0.0278,6,0.0007,BAJO
791374,Media,22,23.67,1.0,1.0,1.0,1.0,0.0694,16,0.0006,BAJO
167824,Media,15,16.33,1.0,1.0,1.0,1.0,0.0694,10,0.0006,BAJO
788542,Media,21,21.7,1.0,1.0,1.0,1.0,0.0694,19,0.0006,BAJO
785244,Media,22,23.23,1.0,1.0,1.0,1.0,0.0833,14,0.0006,BAJO
8037,Media,17,18.56,1.0,1.0,1.0,1.0,0.0694,10,0.0006,BAJO
778348,Media,36,36.32,1.0,1.0,1.0,1.0,0.0833,10,0.0006,BAJO
212328,Media,275,276.66,1.0,1.0,1.0,1.0,0.0833,243,0.0006,BAJO
206232,Alta,677,577.19,2.85,1.0,14.0,658.0,0.2917,514,0.0006,BAJO
786409,Media,19,22.21,1.0,1.0,1.0,1.0,0.0833,12,0.0006,BAJO
791209,Media,19,22.01,1.0,1.0,1.0,1.0,0.1389,19,0.0005,BAJO
7180,Baja,35,34.89,2.0,2.0,2.0,18.0,0.0278,17,0.0004,BAJO
205879,Media,172,165.29,1.67,1.0,2.0,12.0,0.0556,142,0.0003,BAJO
167768,Media,32,31.21,1.0,1.0,1.0,9.67,0.0972,30,0.0003,BAJO
778312,Media,78,75.4,1.0,1.0,1.0,21.33,0.0972,36,0.0002,BAJO
168296,Media,22,23.47,1.0,1.0,1.0,3.75,0.1528,22,0.0002,BAJO
778091,Media,108,109.75,1.29,1.0,2.0,29.0,0.125,39,0.0001,BAJO
791358,Media,23,26.14,1.0,1.0,1.0,6.0,0.1389,24,0.0001,BAJO
781134,Baja,18,17.53,1.0,1.0,1.0,1.0,0.0278,4,0.0001,BAJO
169316,Baja,19,20.04,1.0,1.0,1.0,11.0,0.0417,9,0.0001,BAJO
906236,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
925116,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
169272,Muerto,34,34.0,0.0,0.0,0.0,0.0,0.0,34,0.0,BAJO
165185,Baja,16,16.41,1.0,1.0,1.0,0.0,0.0139,14,0.0,BAJO
7484,Baja,33,32.79,1.0,1.0,1.0,9.0,0.0278,23,0.0,BAJO
778503,Baja,22,22.33,1.0,1.0,1.0,0.0,0.0139,15,0.0,BAJO
621874,Baja,22,21.84,1.0,1.0,1.0,1.0,0.0278,13,0.0,BAJO
791549,Baja,18,18.34,1.0,1.0,1.0,1.0,0.0278,10,0.0,BAJO
616669,Baja,51,51.74,1.0,1.0,1.0,0.0,0.0278,42,0.0,BAJO
777914,Baja,52,50.04,1.0,1.0,1.0,33.0,0.0278,43,0.0,BAJO
7393,Baja,16,16.56,1.0,1.0,1.0,0.0,0.0278,9,0.0,BAJO
778200,Baja,30,29.32,0.0,0.0,0.0,10.0,0.0139,25,0.0,BAJO
188554,Baja,43,43.77,2.0,2.0,2.0,16.0,0.0278,23,0.0,BAJO
166266,Baja,15,15.71,1.0,1.0,1.0,0.0,0.0139,6,0.0,BAJO
166750,Baja,19,19.41,1.0,1.0,1.0,0.0,0.0139,14,0.0,BAJO
781769,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
791191,Baja,14,14.45,1.0,1.0,1.0,0.0,0.0278,6,0.0,BAJO
611948,Baja,13,14.03,1.0,1.0,1.0,0.0,0.0278,14,0.0,BAJO
612013,Baja,16,17.15,1.0,1.0,1.0,0.0,0.0278,17,0.0,BAJO
930785,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
792105,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
779310,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
782182,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
785821,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
935380,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
623260,Baja,10,11.34,1.0,1.0,1.0,1.0,0.0417,10,0.0,BAJO
611461,Baja,17,17.49,1.0,1.0,1.0,0.0,0.0139,13,0.0,BAJO
165820,Baja,20,19.96,1.0,1.0,1.0,1.0,0.0278,9,0.0,BAJO
166219,Baja,7,6.53,1.0,1.0,1.0,1.0,0.0278,3,0.0,BAJO
781500,Baja,15,16.74,1.0,1.0,1.0,0.0,0.0417,16,0.0,BAJO
611442,Baja,29,30.44,1.0,1.0,1.0,0.0,0.0278,17,0.0,BAJO
167796,Baja,15,15.97,1.0,1.0,1.0,0.0,0.0139,10,0.0,BAJO
784816,Baja,25,26.64,1.0,1.0,1.0,0.0,0.0278,17,0.0,BAJO
611987,Baja,32,31.52,1.0,1.0,1.0,1.0,0.0278,22,0.0,BAJO
351354,Baja,61,63.05,5.0,5.0,5.0,0.0,0.0139,41,0.0,BAJO
4213784,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
930658,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
4212473,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
353042,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
926896,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
4211597,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
922605,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
616826,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
4212620,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
913706,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
4213372,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
789549,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
4217505,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
169566,Baja,14,14.41,1.0,1.0,1.0,0.0,0.0139,10,0.0,BAJO
616282,Baja,41,41.99,1.0,1.0,1.0,0.0,0.0139,38,0.0,BAJO
781314,Baja,21,21.47,1.0,1.0,1.0,1.0,0.0417,6,0.0,BAJO
352192,Baja,16,15.29,0.0,0.0,0.0,1.0,0.0139,11,0.0,BAJO
611294,Baja,24,24.93,1.0,1.0,1.0,1.0,0.0417,10,0.0,BAJO
616945,Baja,44,44.41,1.0,1.0,1.0,0.0,0.0139,36,0.0,BAJO
169022,Baja,30,28.36,0.0,0.0,0.0,9.5,0.0278,21,0.0,BAJO
611491,Baja,19,18.99,1.0,1.0,1.0,1.0,0.0278,9,0.0,BAJO
169105,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
168819,Baja,33,32.32,1.0,1.0,1.0,17.0,0.0417,13,0.0,BAJO
781694,Baja,23,23.79,2.0,2.0,2.0,0.0,0.0139,23,0.0,BAJO
621758,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
782414,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
8828,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
930363,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
623297,Baja,25,25.0,1.0,1.0,1.0,1.0,0.0417,13,0.0,BAJO
788398,Baja,18,18.85,1.0,1.0,1.0,0.0,0.0278,11,0.0,BAJO
8083,Baja,24,23.73,0.0,0.0,0.0,4.0,0.0139,19,0.0,BAJO
165730,Baja,23,23.85,1.0,1.0,1.0,1.0,0.0278,6,0.0,BAJO
169220,Baja,39,39.25,1.0,1.0,1.0,1.0,0.0417,21,0.0,BAJO
791026,Baja,27,27.62,1.0,1.0,1.0,1.0,0.0417,10,0.0,BAJO
166891,Baja,15,15.41,1.0,1.0,1.0,0.0,0.0139,8,0.0,BAJO
623107,Baja,18,18.92,1.0,1.0,1.0,0.0,0.0139,9,0.0,BAJO
779950,Baja,20,21.56,1.0,1.0,1.0,0.0,0.0278,3,0.0,BAJO
616217,Baja,26,26.14,1.0,1.0,1.0,0.0,0.0139,24,0.0,BAJO
621639,Baja,13,13.62,1.0,1.0,1.0,0.0,0.0139,6,0.0,BAJO
169290,Baja,18,17.86,0.0,0.0,0.0,2.0,0.0139,13,0.0,BAJO
611836,Baja,17,19.88,1.0,1.0,1.0,0.0,0.0417,20,0.0,BAJO
212365,Baja,95,96.47,1.0,1.0,1.0,0.0,0.0417,84,0.0,BAJO
612002,Baja,33,33.64,1.0,1.0,1.0,1.0,0.0417,19,0.0,BAJO
621807,Baja,25,25.37,1.0,1.0,1.0,0.0,0.0139,21,0.0,BAJO
781443,Baja,12,13.62,1.0,1.0,1.0,0.0,0.0278,2,0.0,BAJO
9315,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
910111,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
781917,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
931515,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
4213955,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
778390,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
166805,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
922619,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
4216903,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
906691,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
788370,Baja,28,28.44,1.0,1.0,1.0,0.0,0.0139,25,0.0,BAJO
165819,Baja,18,18.73,1.0,1.0,1.0,0.0,0.0139,13,0.0,BAJO
155,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
922538,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
939476,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
621634,Media,16,17.99,1.0,1.0,1.0,0.0,0.0556,12,0.0,BAJO
904895,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
908668,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
785610,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
778553,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
908847,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
935977,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
165429,Baja,14,14.18,1.0,1.0,1.0,0.0,0.0139,7,0.0,BAJO
616783,Baja,21,21.42,1.0,1.0,1.0,0.0,0.0139,16,0.0,BAJO
168103,Baja,229,218.01,1.0,1.0,1.0,83.5,0.0417,209,0.0,BAJO
780119,Baja,24,23.92,0.0,0.0,0.0,1.0,0.0139,19,0.0,BAJO
167798,Baja,14,14.41,1.0,1.0,1.0,0.0,0.0139,11,0.0,BAJO
786487,Baja,26,27.23,1.0,1.0,1.0,0.0,0.0278,13,0.0,BAJO
167666,Baja,20,20.56,1.0,1.0,1.0,0.0,0.0139,14,0.0,BAJO
169651,Baja,19,19.68,1.0,1.0,1.0,0.0,0.0139,13,0.0,BAJO
548306,Baja,53,52.29,0.0,0.0,0.0,1.0,0.0139,48,0.0,BAJO
780255,Baja,25,25.77,1.0,1.0,1.0,1.0,0.0278,14,0.0,BAJO
166782,Baja,18,18.99,1.0,1.0,1.0,0.0,0.0139,9,0.0,BAJO
621606,Baja,15,16.22,1.0,1.0,1.0,0.0,0.0278,3,0.0,BAJO
782017,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
939858,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
789618,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
169560,Muerto,20,20.0,0.0,0.0,0.0,0.0,0.0,20,0.0,BAJO
166431,Muerto,17,17.0,0.0,0.0,0.0,0.0,0.0,17,0.0,BAJO
169276,Baja,33,33.21,1.0,1.0,1.0,0.0,0.0139,31,0.0,BAJO
4220365,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
927743,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
778332,Baja,33,32.59,0.0,0.0,0.0,1.0,0.0139,26,0.0,BAJO
786483,Baja,26,26.38,1.0,1.0,1.0,0.0,0.0139,19,0.0,BAJO
167816,Baja,30,29.63,1.0,1.0,1.0,22.0,0.0417,19,0.0,BAJO
611589,Media,18,19.37,1.0,1.0,1.0,0.0,0.0556,17,0.0,BAJO
936200,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
4219496,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
778719,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
925255,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
792364,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
910132,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
790495,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
792051,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
918750,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
780479,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
782267,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
785388,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
936929,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
790049,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
921254,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
168107,Media,205,198.9,1.2,1.0,2.0,47.67,0.1806,98,0.0,BAJO
168983,Media,51,47.82,1.0,1.0,1.0,13.0,0.125,19,0.0,BAJO
926418,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
778725,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
780049,Media,29,29.45,1.0,1.0,1.0,1.0,0.0556,10,0.0,BAJO
4219087,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
782421,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
930156,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
908854,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
905102,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
169722,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
167944,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
909111,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
921302,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
4211260,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
777858,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
780780,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
925694,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
168699,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
623294,Media,16,19.23,1.0,1.0,1.0,0.0,0.0556,9,0.0,BAJO
936821,Muerto,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,BAJO
