codigo,fecha,stock_actual,agotado_30d,clase,stock_inicial,consumo_promedio,consumo_minimo,consumo_maximo,reposicion_promedio,frecuencia_movimiento,probabilidad_agotamiento
616398.0,2026-12-01,34,1,0,37,1.9,1,5,1,0.3611,0.2779564228925787
616430.0,2026-12-01,0,0,0,31,1.5,1,5,2,0.2917,0.22953156646989828
791348.0,2026-12-01,33,0,0,43,1.41,1,3,9,0.3194,0.03071435978647868
616443.0,2026-12-01,36,0,1,39,1.0,1,1,0,0.0139,0.0
168793.0,2026-12-01,44,0,2,82,1.43,1,3,22,0.1528,0.00023273374409988842
791338.0,2026-12-01,18,0,2,17,1.0,1,1,2,0.1389,0.000529231838459081
616476.0,2026-12-01,39,0,0,43,1.69,1,4,1,0.2778,0.049527035732241584
165472.0,2026-12-01,23,0,1,31,1.0,1,1,0,0.0278,0.0
616499.0,2026-12-01,13,0,1,22,1.0,1,1,1,0.0278,0.0
616585.0,2026-12-01,36,0,1,50,1.0,1,1,1,0.0417,0.0
791280.0,2026-12-01,27,1,0,169,2.04,1,6,1,0.5,0.8777826096651349
616591.0,2026-12-01,2,1,2,68,1.0,1,1,1,0.1944,0.9668409118740843
168786.0,2026-12-01,37,0,0,40,1.64,1,3,7,0.2639,0.03288602057768215
791265.0,2026-12-01,334,0,0,316,2.81,1,15,1,0.5417,0.020668053591660483
616605.0,2026-12-01,0,0,0,274,1.89,1,4,2,0.3611,0.11958604656588223
791226.0,2026-12-01,16,0,1,19,1.0,1,1,0,0.0139,0.0
936004.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
2023838.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
616614.0,2026-12-01,17,0,2,19,1.0,1,1,1,0.0833,0.0001208865010073875
791217.0,2026-12-01,0,0,2,13,1.25,1,2,1,0.0694,0.03628682031660976
621626.0,2026-12-01,0,0,2,15,2.25,1,5,1,0.1111,0.045975180442403
621629.0,2026-12-01,11,0,2,11,1.0,1,1,1,0.0833,0.0001208865010073875
188429.0,2026-12-01,96,0,2,102,3.5,1,8,16,0.1111,9.433962264150943e-05
168334.0,2026-12-01,15,0,1,30,1.0,1,1,21,0.0417,0.0
623089.0,2026-12-01,2,0,1,6,1.0,1,1,0,0.0139,0.0
623159.0,2026-12-01,0,0,0,25,2.12,1,10,5,0.3611,0.4631227108294358
166255.0,2026-12-01,6,0,2,6,1.0,1,1,1,0.0833,0.027698209307803822
788087.0,2026-12-01,13,0,2,17,1.33,1,2,1,0.0694,0.00490793927454308
623273.0,2026-12-01,0,0,0,17,1.33,1,4,1,0.2639,0.10803990464634068
623355.0,2026-12-01,12,0,1,12,1.33,1,2,0,0.0417,7.246963562753037e-05
168327.0,2026-12-01,14,0,1,26,1.0,1,1,8,0.0417,0.0
788038.0,2026-12-01,0,0,0,4,1.5,1,5,2,0.2778,0.5265119725739486
623400.0,2026-12-01,14,0,1,17,1.5,1,2,0,0.0278,2.5592890123667115e-05
788026.0,2026-12-01,0,0,2,15,2.0,1,3,2,0.0694,0.029073824524014212
623428.0,2026-12-01,27,0,1,38,1.0,1,1,0,0.0278,0.0
788025.0,2026-12-01,7,0,1,15,1.0,1,1,0,0.0278,0.0
623476.0,2026-12-01,8,0,2,18,1.0,1,1,1,0.125,0.0008122781112055076
623508.0,2026-12-01,10,0,1,29,1.0,1,1,1,0.0417,0.0
787984.0,2026-12-01,70,0,0,75,1.16,1,2,10,0.375,0.004787596437255358
168302.0,2026-12-01,28,0,2,36,1.6,1,3,14,0.1111,0.0005246462735984351
166259.0,2026-12-01,1,1,2,6,1.2,1,2,2,0.1389,0.9431140587056959
188447.0,2026-12-01,40,0,1,43,1.0,1,1,0,0.0139,0.0
2023808.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
6271.0,2026-12-01,34,0,0,67,1.33,1,3,8,0.4167,0.04313144590375421
6290.0,2026-12-01,29,0,0,31,1.33,1,3,6,0.2361,0.0765838700985256
787939.0,2026-12-01,12,1,0,45,2.1,1,6,8,0.25,0.7991223763000785
6340.0,2026-12-01,5,0,2,8,1.0,1,1,1,0.0556,0.003524327721197179
787833.0,2026-12-01,0,0,0,12,1.5,1,4,3,0.3056,0.4345320508429318
6412.0,2026-12-01,11,1,0,19,2.2,1,5,5,0.2361,0.9235287505336034
168295.0,2026-12-01,5,0,2,15,1.0,1,1,1,0.1389,0.09770420308532973
787790.0,2026-12-01,0,0,0,243,6.42,1,28,38,0.7361,0.0997781225585903
6605.0,2026-12-01,176,1,0,228,5.17,1,23,28,0.6806,0.974125299929563
787734.0,2026-12-01,6,1,2,14,1.83,1,5,2,0.1389,0.9338402246569935
788109.0,2026-12-01,0,1,0,4,2.1,1,6,2,0.3472,0.34863626779266427
623046.0,2026-12-01,0,1,0,7,1.73,1,4,3,0.2778,0.30980024287394853
788432.0,2026-12-01,20,0,1,27,1.0,1,1,0,0.0278,0.0
788113.0,2026-12-01,0,0,2,6,1.0,1,1,0,0.0556,0.0
2023813.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
933924.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
621774.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
788387.0,2026-12-01,25,0,1,31,1.0,1,1,0,0.0139,0.0
622714.0,2026-12-01,81,1,0,54,2.79,1,13,12,0.625,0.9207498819766714
168457.0,2026-12-01,20,0,3,20,0.0,0,0,0,0.0,0.0
788288.0,2026-12-01,6,1,2,3,1.12,1,2,1,0.1389,0.7179663381263899
622725.0,2026-12-01,25,1,0,31,2.9,1,17,12,0.5278,0.9918989594038571
165780.0,2026-12-01,6,0,1,22,1.0,1,1,1,0.0417,8.361204013377926e-05
622729.0,2026-12-01,0,1,0,8,2.18,1,6,2,0.3056,0.5615812018564987
788287.0,2026-12-01,0,1,2,5,2.0,1,4,2,0.1806,0.1476328573173822
622797.0,2026-12-01,0,0,0,68,2.03,1,9,14,0.5556,0.07496803003064116
622856.0,2026-12-01,7,1,0,12,1.6,1,7,4,0.3056,0.9810071079171102
168383.0,2026-12-01,7,0,1,14,1.0,1,1,1,0.0278,8.361204013377926e-05
788283.0,2026-12-01,15,0,1,23,1.5,1,2,0,0.0278,2.5592890123667115e-05
788228.0,2026-12-01,0,0,2,9,1.0,1,1,0,0.0556,0.0
622863.0,2026-12-01,0,0,0,16,1.46,1,3,6,0.2361,0.017473416376840523
622877.0,2026-12-01,5,0,2,5,1.6,1,4,1,0.0833,0.6406350237954115
788187.0,2026-12-01,11,0,2,18,1.5,1,2,2,0.0833,0.011642930149462155
622941.0,2026-12-01,28,0,0,29,1.4,1,2,4,0.2361,0.02780820357094741
622984.0,2026-12-01,16,0,0,12,1.38,1,6,3,0.2361,0.6827015124359268
168350.0,2026-12-01,12,0,1,23,1.0,1,1,9,0.0278,0.0
165781.0,2026-12-01,11,0,1,23,2.0,2,2,2,0.0278,0.00033055630629215036
788154.0,2026-12-01,0,0,2,28,1.4,1,2,0,0.0694,0.01970805296104911
622987.0,2026-12-01,15,0,0,26,1.08,1,2,1,0.25,0.3305002826700854
788150.0,2026-12-01,3,0,2,27,1.0,1,1,1,0.0556,0.32144580625927976
1122.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
623006.0,2026-12-01,0,0,2,13,1.4,1,2,2,0.0972,0.024417638049146366
623043.0,2026-12-01,19,0,1,19,0.0,0,0,1,0.0139,0.0
204799.0,2026-12-01,1076,0,1,1110,2.0,2,2,2,0.0417,0.0
616202.0,2026-12-01,25,0,2,23,1.5,1,3,1,0.1528,0.009266308346849602
6630.0,2026-12-01,53,0,0,135,1.86,1,4,17,0.25,0.002071574208389746
926773.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
926591.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
4216550.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
169546.0,2026-12-01,11,0,1,16,1.0,1,1,0,0.0139,0.0
165078.0,2026-12-01,13,0,2,19,1.0,1,1,1,0.0694,0.0
206293.0,2026-12-01,4,0,1,4,0.0,0,0,2,0.0278,0.0
4216849.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
9264.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
4217088.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
4217218.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
925670.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
4217274.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
169516.0,2026-12-01,10,0,2,13,1.0,1,1,1,0.1111,0.0019481980412542203
925652.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
4217344.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
922152.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
4217999.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
4218016.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
13307.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
165250.0,2026-12-01,9,0,2,13,1.17,1,2,11,0.0972,0.04641875259028322
4218100.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
169354.0,2026-12-01,43,0,1,43,0.0,0,0,30,0.0139,0.0
921316.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
4218179.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
921270.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
4218215.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
918776.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
4218520.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
4219269.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
169270.0,2026-12-01,15,0,1,17,1.0,1,1,0,0.0139,0.0
4214232.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
4214013.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
4219630.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
4213342.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
206494.0,2026-12-01,21,0,1,35,2.0,2,2,0,0.0139,0.0006627724171660771
206596.0,2026-12-01,2,0,1,0,2.0,2,2,0,0.0139,0.12709658062906473
932837.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
209387.0,2026-12-01,741,0,1,843,6.0,2,10,0,0.0417,0.0
931601.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
209411.0,2026-12-01,128,0,1,138,5.0,5,5,0,0.0139,0.0
169761.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
14425.0,2026-12-01,11,0,3,11,0.0,0,0,0,0.0,0.0
209415.0,2026-12-01,100,0,1,180,10.0,10,10,0,0.0139,0.0
212751.0,2026-12-01,280,0,1,280,0.0,0,0,1,0.0139,0.0
931582.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
351734.0,2026-12-01,187,0,2,208,2.0,1,3,91,0.0556,0.0
931405.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
351774.0,2026-12-01,2044,0,1,4039,160.0,20,300,4234,0.0417,0.0
169656.0,2026-12-01,21,0,3,21,0.0,0,0,0,0.0,0.0
931156.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
352169.0,2026-12-01,0,0,0,210,8.02,1,65,86,0.8194,0.4921752911978765
930696.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
4212272.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
933975.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
4212455.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
165004.0,2026-12-01,0,0,0,34,1.47,1,5,4,0.3056,0.08368153696028922
4212897.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
188404.0,2026-12-01,331,0,0,445,4.16,1,14,51,0.4583,0.003558988646240888
206352.0,2026-12-01,0,0,0,750,9.27,1,20,400,0.3333,0.0028825983393623426
928906.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
169640.0,2026-12-01,10,0,1,17,1.0,1,1,0,0.0139,0.0
4212930.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
927702.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
909207.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
165337.0,2026-12-01,0,0,2,7,1.18,1,2,5,0.1944,0.06439360899211465
791414.0,2026-12-01,20,0,2,21,1.0,1,1,1,0.0694,0.0
8091.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
168951.0,2026-12-01,21,0,1,28,1.0,1,1,7,0.0417,0.0
8074.0,2026-12-01,15,0,2,28,1.2,1,2,1,0.0833,0.00559561560090398
611543.0,2026-12-01,0,0,0,131,3.83,1,9,5,0.5972,0.016364226027681908
792032.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
611580.0,2026-12-01,11,0,2,15,1.25,1,2,2,0.1528,0.18027205622418
611608.0,2026-12-01,17,1,0,34,1.79,1,6,4,0.5139,0.936823062033101
611634.0,2026-12-01,9,0,1,15,1.0,1,1,0,0.0139,0.0
168941.0,2026-12-01,31,0,2,31,1.33,1,2,11,0.0694,0.0007412608202548166
165436.0,2026-12-01,19,0,3,19,0.0,0,0,0,0.0,0.0
791793.0,2026-12-01,0,0,0,25,2.22,1,5,4,0.2222,0.061787026806139574
611702.0,2026-12-01,8,1,0,14,1.45,1,4,3,0.2778,0.9790258736604559
791779.0,2026-12-01,21,0,0,37,1.55,1,3,6,0.25,0.08138092860925333
611949.0,2026-12-01,0,0,2,10,1.71,1,5,4,0.1111,0.013211273638496534
7917.0,2026-12-01,13,0,2,17,1.2,1,2,2,0.125,0.0666507242127461
611991.0,2026-12-01,18,0,2,16,1.0,1,1,1,0.0694,0.0
612002.0,2026-12-01,19,0,1,33,1.0,1,1,1,0.0417,0.0
168938.0,2026-12-01,0,0,0,15,2.11,1,5,6,0.2083,0.02385427227244587
791681.0,2026-12-01,27,0,3,27,0.0,0,0,0,0.0,0.0
6132.0,2026-12-01,0,0,0,45,1.67,1,4,14,0.3472,0.014354253770145795
6137.0,2026-12-01,8,1,2,16,1.57,1,4,4,0.125,0.5226710400883494
165446.0,2026-12-01,6,0,1,14,2.0,2,2,2,0.0278,0.0007123651878504942
791560.0,2026-12-01,13,0,2,22,1.25,1,2,3,0.0833,0.00912697914273305
6146.0,2026-12-01,0,0,2,22,1.0,1,1,2,0.125,0.0017857142857142857
935181.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
791442.0,2026-12-01,2,1,1,18,1.0,1,1,1,0.0417,0.5819803856824073
616092.0,2026-12-01,0,0,0,105,4.48,1,26,17,0.6667,0.4777933523342132
168829.0,2026-12-01,8,1,0,54,1.77,1,4,15,0.25,0.9762953277533656
791429.0,2026-12-01,18,0,1,24,1.0,1,1,0,0.0139,0.0
616104.0,2026-12-01,60,1,0,92,2.97,1,17,1,0.5556,0.9938795276999506
611532.0,2026-12-01,16,0,0,25,1.38,1,2,4,0.2639,0.15767384796002926
611531.0,2026-12-01,7,1,0,16,1.31,1,3,4,0.2222,0.8567089774579345
4220232.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
611521.0,2026-12-01,3,1,2,10,1.4,1,3,1,0.0833,0.38454467380472807
907944.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
548523.0,2026-12-01,1,1,1,0,1.0,1,1,1,0.0278,0.6146910632318721
904966.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
6058.0,2026-12-01,35,0,0,67,1.89,1,4,1,0.5139,0.21707293737051925
169173.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
903904.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
206176.0,2026-12-01,75,0,2,153,1.88,1,2,108,0.125,2.44256239420085e-05
611260.0,2026-12-01,27,0,0,35,1.54,1,3,1,0.2222,0.022934484360364885
611282.0,2026-12-01,6,1,2,13,2.0,1,4,2,0.1528,0.8072604311362226
903674.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
611357.0,2026-12-01,14,1,0,18,1.8,1,3,1,0.2222,0.35707283194433365
611371.0,2026-12-01,46,0,2,52,1.22,1,2,1,0.1528,0.008013522658640259
165360.0,2026-12-01,8,0,2,13,1.0,1,1,1,0.0972,0.0027418568942770456
169144.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
902600.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
611372.0,2026-12-01,40,0,2,37,1.4,1,2,1,0.0833,0.0037601086204063915
902474.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
611410.0,2026-12-01,19,0,2,17,1.5,1,4,4,0.1667,0.22534015113307343
611488.0,2026-12-01,13,0,1,12,1.5,1,2,1,0.0417,0.0005496860661675924
901949.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
611491.0,2026-12-01,10,0,1,19,1.0,1,1,1,0.0278,0.0
901099.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
934001.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
611503.0,2026-12-01,25,0,0,21,1.3,1,3,2,0.2222,0.04544566563229663
168974.0,2026-12-01,17,0,1,17,1.0,1,1,8,0.0417,0.0
205877.0,2026-12-01,0,1,0,0,5.8,1,16,11,0.2917,0.7810333742143685
611517.0,2026-12-01,21,0,2,35,1.5,1,4,6,0.1806,0.16770833705785704
165387.0,2026-12-01,19,0,1,19,2.0,2,2,2,0.0278,0.00033055630629215036
899832.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
937247.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
621719.0,2026-12-01,0,0,2,43,2.0,1,5,8,0.1528,0.013453571256719562
778838.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
786249.0,2026-12-01,14,0,2,18,2.5,1,4,3,0.1667,0.2684645998150304
785127.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
7780.0,2026-12-01,0,0,0,66,1.58,1,6,6,0.4722,0.02281529202053574
168148.0,2026-12-01,0,0,0,177,1.15,1,3,15,0.2639,0.011096047110152503
784711.0,2026-12-01,5,1,2,12,1.8,1,4,2,0.1111,0.8050913575163431
778009.0,2026-12-01,35,0,2,37,1.0,1,1,1,0.1389,0.0015310710208474875
188673.0,2026-12-01,18,0,1,23,1.0,1,1,0,0.0139,0.0
167798.0,2026-12-01,12,0,1,14,1.0,1,1,0,0.0139,0.0
166664.0,2026-12-01,6,0,1,15,1.0,1,1,0,0.0278,0.0
780068.0,2026-12-01,20,0,1,27,1.0,1,1,0,0.0139,0.0
784746.0,2026-12-01,22,1,0,65,5.25,1,57,14,0.3472,0.9937600354569767
781393.0,2026-12-01,2,1,0,7,2.6,1,6,3,0.2083,0.9866800802770415
778138.0,2026-12-01,15,0,2,29,1.0,1,1,4,0.0556,0.0
779992.0,2026-12-01,69,0,0,65,1.46,1,4,15,0.25,0.0014762461965717039
778184.0,2026-12-01,5,1,2,21,1.5,1,5,4,0.1806,0.903243298944647
786169.0,2026-12-01,15,1,2,28,2.17,1,8,4,0.1528,0.7982736539840988
779975.0,2026-12-01,33,0,0,53,2.08,1,6,9,0.2917,0.4939948611913803
939347.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
778201.0,2026-12-01,1,1,2,30,1.0,1,1,8,0.0972,0.9720185900977037
168127.0,2026-12-01,95,0,0,251,2.07,1,8,41,0.2778,0.0032499657208235415
167656.0,2026-12-01,20,0,2,56,1.2,1,2,33,0.0833,0.00018146672014883976
7811.0,2026-12-01,0,0,0,6,1.27,1,3,1,0.2361,0.08511015026757668
777902.0,2026-12-01,55,0,0,70,1.31,1,2,9,0.25,0.001155842959135268
784684.0,2026-12-01,0,1,0,55,5.06,1,51,11,0.4028,0.882455521473586
188493.0,2026-12-01,56,0,1,63,1.0,1,1,0,0.0139,0.0
786512.0,2026-12-01,3,0,1,19,1.67,1,2,0,0.0417,0.00571990713783321
784661.0,2026-12-01,0,1,0,12,2.75,1,8,3,0.2083,0.5782468541031969
7532.0,2026-12-01,21,0,1,25,1.0,1,1,0,0.0139,0.0
7534.0,2026-12-01,19,0,1,27,1.0,1,1,1,0.0417,0.0
167789.0,2026-12-01,20,0,2,22,2.0,1,3,3,0.0833,0.0024611707188042183
167717.0,2026-12-01,8,0,2,40,1.0,1,1,18,0.0833,0.0018873491330274985
166642.0,2026-12-01,0,0,0,7,1.09,1,2,2,0.2083,0.19484223960313668
7634.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
781313.0,2026-12-01,16,0,1,14,1.5,1,2,0,0.0278,2.5592890123667115e-05
168181.0,2026-12-01,13,0,0,74,1.31,1,3,23,0.2222,0.29952258184524244
937323.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
781216.0,2026-12-01,5,0,2,17,2.25,1,5,4,0.1111,0.8325641664008898
786502.0,2026-12-01,6,0,2,27,1.0,1,1,1,0.0556,0.0008826059841005631
786326.0,2026-12-01,0,0,1,26,4.0,4,4,5,0.0417,0.0
784665.0,2026-12-01,0,0,0,102,7.27,1,82,19,0.3472,0.9062665484385971
7730.0,2026-12-01,40,0,2,66,1.0,1,1,18,0.0833,0.0
781128.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
7770.0,2026-12-01,0,0,0,175,2.24,1,7,23,0.5694,0.00794400016207663
786302.0,2026-12-01,0,1,0,33,3.38,1,17,5,0.2361,0.6393267588017323
786157.0,2026-12-01,0,1,2,48,11.0,1,29,11,0.125,0.41804904764365347
779958.0,2026-12-01,0,0,0,54,1.81,1,4,10,0.3889,0.019672070024756502
778254.0,2026-12-01,21,0,1,30,1.0,1,1,1,0.0417,0.0
167878.0,2026-12-01,15,0,1,15,0.0,0,0,1,0.0139,0.0
785398.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
779706.0,2026-12-01,18,1,0,75,1.48,1,3,13,0.4306,0.9404396356069388
167653.0,2026-12-01,27,0,2,34,1.33,1,2,12,0.1111,0.0008004144596323368
168067.0,2026-12-01,26,0,1,54,1.5,1,2,11,0.0417,0.0
188580.0,2026-12-01,17,1,0,35,1.71,1,5,8,0.2778,0.84407704717383
779673.0,2026-12-01,0,0,0,6,1.9,1,5,1,0.2361,0.41730627833747
785384.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
188486.0,2026-12-01,63,0,2,102,1.75,1,3,14,0.0694,0.0
778865.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
167609.0,2026-12-01,0,0,1,22,2.0,2,2,3,0.0417,0.0382612763463784
784953.0,2026-12-01,0,0,0,31,4.22,1,22,10,0.2083,0.6885791474033279
779641.0,2026-12-01,0,1,0,3,1.8,1,4,2,0.2083,0.553351822329638
778952.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
785147.0,2026-12-01,0,0,2,3,2.0,1,6,3,0.1806,0.6332219208452589
779633.0,2026-12-01,0,0,2,10,1.33,1,2,2,0.0694,0.039153032630869215
779464.0,2026-12-01,22,0,2,20,1.33,1,2,1,0.0972,0.005679556153324838
784991.0,2026-12-01,10,0,2,12,1.4,1,3,3,0.0833,0.12704628714815722
779546.0,2026-12-01,0,0,0,162,3.27,1,13,15,0.6806,0.0067356764974414625
167933.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
937599.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
